Test_ID,Sample_ID,Ts,IF,Vf_0,Flux_0,Time,Flux_t
3,25,105,700,3.22,250.2,6000,98.06
3,1,105,700,3.19,263.7,7000,98.02
3,2,105,700,3.2,254.6,7000,99.89
3,3,105,700,3.21,256.5,7000,98.05
3,4,105,700,3.24,251.4,7000,99.31
3,5,105,700,3.22,252.4,7000,99.92
3,6,105,700,3.11,252.7,7000,99.32
3,7,105,700,3.17,245.7,7000,99.18
3,8,105,700,3.24,248.1,7000,97.82
3,9,105,700,3.2,251.2,7000,99.03
3,10,105,700,3.24,248.8,7000,99.62
3,11,105,700,3.24,254.1,7000,99.01
3,12,105,700,3.16,249.5,7000,99.58
3,13,105,700,3.22,257.4,7000,98.17
3,14,105,700,3.23,258.1,7000,99.16
3,15,105,700,3.21,250,7000,99.14
3,16,105,700,3.17,250,7000,98.81
3,17,105,700,3.23,251.8,7000,100.2
3,18,105,700,3.17,248.3,7000,99.98
3,19,105,700,3.27,250,7000,98.57
3,20,105,700,3.24,246.1,7000,98.32
3,21,105,700,3.22,252.1,7000,99.56
3,22,105,700,3.2,250.4,7000,99.14
3,23,105,700,3.21,245.2,7000,99.1
3,24,105,700,3.22,252.4,7000,99.12
3,25,105,700,3.22,250.2,7000,98.73
3,1,105,700,3.19,263.7,8000,97.47
3,2,105,700,3.2,254.6,8000,99.53
3,3,105,700,3.21,256.5,8000,97.45
3,4,105,700,3.24,251.4,8000,98.7
3,5,105,700,3.22,252.4,8000,99.55
3,6,105,700,3.11,252.7,8000,98.83
3,7,105,700,3.17,245.7,8000,98.85
3,8,105,700,3.24,248.1,8000,97.28
3,9,105,700,3.2,251.2,8000,98.5
3,10,105,700,3.24,248.8,8000,98.23
3,11,105,700,3.24,254.1,8000,98.61
3,12,105,700,3.16,249.5,8000,99.37
3,13,105,700,3.22,257.4,8000,97.89
3,14,105,700,3.23,258.1,8000,98.84
3,15,105,700,3.21,250,8000,99.13
3,16,105,700,3.17,250,8000,98.49
3,17,105,700,3.23,251.8,8000,99.95
3,18,105,700,3.17,248.3,8000,99.98
3,19,105,700,3.27,250,8000,98.28
3,20,105,700,3.24,246.1,8000,97.87
3,21,105,700,3.22,252.1,8000,99.39
3,22,105,700,3.2,250.4,8000,98.98
3,23,105,700,3.21,245.2,8000,98.97
3,24,105,700,3.22,252.4,8000,98.75
3,25,105,700,3.22,250.2,8000,97.92
3,1,105,700,3.19,263.7,9000,97.34
3,2,105,700,3.2,254.6,9000,100.54
3,3,105,700,3.21,256.5,9000,98.13
3,4,105,700,3.24,251.4,9000,98.01
3,5,105,700,3.22,252.4,9000,100.45
3,6,105,700,3.11,252.7,9000,99.12
3,7,105,700,3.17,245.7,9000,99.75
3,8,105,700,3.24,248.1,9000,97.72
3,9,105,700,3.2,251.2,9000,98.66
3,10,105,700,3.24,248.8,9000,99.24
3,11,105,700,3.24,254.1,9000,98.93
3,12,105,700,3.16,249.5,9000,100.19
3,13,105,700,3.22,257.4,9000,98.42
3,14,105,700,3.23,258.1,9000,98.94
3,15,105,700,3.21,250,9000,99.94
3,16,105,700,3.17,250,9000,99.33
3,17,105,700,3.23,251.8,9000,100.73
3,18,105,700,3.17,248.3,9000,100.92
3,19,105,700,3.27,250,9000,98.64
3,20,105,700,3.24,246.1,9000,98.55
3,21,105,700,3.22,252.1,9000,100.2
3,22,105,700,3.2,250.4,9000,99.62
3,23,105,700,3.21,245.2,9000,99.79
3,24,105,700,3.22,252.4,9000,99.44
3,25,105,700,3.22,250.2,9000,97.1
3,1,105,700,3.19,263.7,10000,97.13
3,2,105,700,3.2,254.6,10000,101.53
3,3,105,700,3.21,256.5,10000,98.82
3,4,105,700,3.24,251.4,10000,98.75
3,5,105,700,3.22,252.4,10000,101.11
3,6,105,700,3.11,252.7,10000,99.46
3,7,105,700,3.17,245.7,10000,100.62
3,8,105,700,3.24,248.1,10000,98.04
3,9,105,700,3.2,251.2,10000,99.11
3,10,105,700,3.24,248.8,10000,99.99
3,11,105,700,3.24,254.1,10000,99.15
3,12,105,700,3.16,249.5,10000,100.86
3,13,105,700,3.22,257.4,10000,98.71
3,14,105,700,3.23,258.1,10000,98.84
3,15,105,700,3.21,250,10000,100.86
3,16,105,700,3.17,250,10000,100
3,17,105,700,3.23,251.8,10000,101.48
3,18,105,700,3.17,248.3,10000,101.84
3,19,105,700,3.27,250,10000,99.18
3,20,105,700,3.24,246.1,10000,95.43
3,21,105,700,3.22,252.1,10000,98.92
3,22,105,700,3.2,250.4,10000,97.39
3,23,105,700,3.21,245.2,10000,94.99
3,24,105,700,3.22,252.4,10000,92.56
3,25,105,700,3.22,250.2,10000,89.13
