LED_type,Sample_ID,Material,Dies,CCT,Ts,IF,Time,Flux
12,22,1,1,2700,105,210,6000,91.7222381322533
12,22,1,1,2700,105,210,7000,90.0516848722879
12,22,1,1,2700,105,210,8000,87.4128925800161
12,22,1,1,2700,105,210,9000,86.9451376672258
12,23,1,1,2700,105,210,0,100
12,23,1,1,2700,105,210,1000,100.534617476552
12,23,1,1,2700,105,210,2000,99.4826282484976
12,23,1,1,2700,105,210,3000,95.7548984492113
12,23,1,1,2700,105,210,4000,94.9669014738462
12,23,1,1,2700,105,210,5000,92.4874968493387
12,23,1,1,2700,105,210,6000,91.6981732797389
12,23,1,1,2700,105,210,7000,89.7427733779069
12,23,1,1,2700,105,210,8000,87.324392088192
12,23,1,1,2700,105,210,9000,86.4912909088497
12,24,1,1,2700,105,210,0,100
12,24,1,1,2700,105,210,1000,100.223860589812
12,24,1,1,2700,105,210,2000,99.2332439678284
12,24,1,1,2700,105,210,3000,95.627345844504
12,24,1,1,2700,105,210,4000,95.3512064343164
12,24,1,1,2700,105,210,5000,93.142091152815
12,24,1,1,2700,105,210,6000,92.6675603217158
12,24,1,1,2700,105,210,7000,90.9745308310992
12,24,1,1,2700,105,210,8000,88.0938337801609
12,24,1,1,2700,105,210,9000,87.3002680965148
12,25,1,1,2700,105,210,0,100
12,25,1,1,2700,105,210,1000,100.285485592316
12,25,1,1,2700,105,210,2000,99.1328708644611
12,25,1,1,2700,105,210,3000,95.25613660619
12,25,1,1,2700,105,210,4000,94.6678228388474
12,25,1,1,2700,105,210,5000,92.0637673425827
12,25,1,1,2700,105,210,6000,91.2660085378869
12,25,1,1,2700,105,210,7000,89.2622732123799
12,25,1,1,2700,105,210,8000,86.4074172892209
12,25,1,1,2700,105,210,9000,85.5549626467449
13,1,3,1,2700,55,700,0,100
13,1,3,1,2700,55,700,1000,99.2
13,1,3,1,2700,55,700,2000,99.2
13,1,3,1,2700,55,700,3000,98.8
13,1,3,1,2700,55,700,4000,98.7
13,1,3,1,2700,55,700,5000,98.6
13,1,3,1,2700,55,700,6000,98.5
13,1,3,1,2700,55,700,7000,98.5
13,1,3,1,2700,55,700,8000,98.5
13,1,3,1,2700,55,700,9000,98.4
13,1,3,1,2700,55,700,10000,98.4
13,1,3,1,2700,55,700,11000,98.4
13,1,3,1,2700,55,700,12000,98.4
13,1,3,1,2700,55,700,13000,98.4
13,1,3,1,2700,55,700,14000,98.5
13,1,3,1,2700,55,700,15000,98.4
13,1,3,1,2700,55,700,16000,98.4
13,1,3,1,2700,55,700,17000,98.5
13,2,3,1,2700,55,700,0,100
13,2,3,1,2700,55,700,1000,99.5
13,2,3,1,2700,55,700,2000,99.1
13,2,3,1,2700,55,700,3000,99
13,2,3,1,2700,55,700,4000,98.7
13,2,3,1,2700,55,700,5000,98.8
13,2,3,1,2700,55,700,6000,98.8
13,2,3,1,2700,55,700,7000,98.8
13,2,3,1,2700,55,700,8000,98.6
13,2,3,1,2700,55,700,9000,98.7
13,2,3,1,2700,55,700,10000,98.4
13,2,3,1,2700,55,700,11000,98.6
13,2,3,1,2700,55,700,12000,98.4
13,2,3,1,2700,55,700,13000,98.3
13,2,3,1,2700,55,700,14000,98.4
13,2,3,1,2700,55,700,15000,98.3
13,2,3,1,2700,55,700,16000,98.3
13,2,3,1,2700,55,700,17000,98.4
13,3,3,1,2700,55,700,0,100
13,3,3,1,2700,55,700,1000,99.5
13,3,3,1,2700,55,700,2000,99.2
13,3,3,1,2700,55,700,3000,99.2
13,3,3,1,2700,55,700,4000,99
13,3,3,1,2700,55,700,5000,99
13,3,3,1,2700,55,700,6000,98.9
13,3,3,1,2700,55,700,7000,99
13,3,3,1,2700,55,700,8000,98.9
13,3,3,1,2700,55,700,9000,99
13,3,3,1,2700,55,700,10000,98.7
13,3,3,1,2700,55,700,11000,98.9
13,3,3,1,2700,55,700,12000,98.8
13,3,3,1,2700,55,700,13000,98.7
13,3,3,1,2700,55,700,14000,98.8
13,3,3,1,2700,55,700,15000,98.7
13,3,3,1,2700,55,700,16000,98.7
13,3,3,1,2700,55,700,17000,98.7
13,4,3,1,2700,55,700,0,100
13,4,3,1,2700,55,700,1000,99.1
13,4,3,1,2700,55,700,2000,99.1
13,4,3,1,2700,55,700,3000,98.9
13,4,3,1,2700,55,700,4000,98.7
13,4,3,1,2700,55,700,5000,98.9
13,4,3,1,2700,55,700,6000,98.8
13,4,3,1,2700,55,700,7000,98.6
13,4,3,1,2700,55,700,8000,98.4
13,4,3,1,2700,55,700,9000,98.3
13,4,3,1,2700,55,700,10000,98.4
13,4,3,1,2700,55,700,11000,98.4
13,4,3,1,2700,55,700,12000,98.2
13,4,3,1,2700,55,700,13000,98.2
13,4,3,1,2700,55,700,14000,98.2
13,4,3,1,2700,55,700,15000,98.1
13,4,3,1,2700,55,700,16000,98.2
13,4,3,1,2700,55,700,17000,98.2
13,5,3,1,2700,55,700,0,100
13,5,3,1,2700,55,700,1000,99.1
13,5,3,1,2700,55,700,2000,99.1
13,5,3,1,2700,55,700,3000,99
13,5,3,1,2700,55,700,4000,98.9
13,5,3,1,2700,55,700,5000,98.7
13,5,3,1,2700,55,700,6000,98.5
13,5,3,1,2700,55,700,7000,98.6
13,5,3,1,2700,55,700,8000,98.5
13,5,3,1,2700,55,700,9000,98.5
13,5,3,1,2700,55,700,10000,98.4
13,5,3,1,2700,55,700,11000,98.5
13,5,3,1,2700,55,700,12000,98.4
13,5,3,1,2700,55,700,13000,98.4
13,5,3,1,2700,55,700,14000,98.5
13,5,3,1,2700,55,700,15000,98.4
13,5,3,1,2700,55,700,16000,98.4
13,5,3,1,2700,55,700,17000,98.5
13,6,3,1,2700,55,700,0,100
13,6,3,1,2700,55,700,1000,99.6
13,6,3,1,2700,55,700,2000,99.3
13,6,3,1,2700,55,700,3000,98.9
13,6,3,1,2700,55,700,4000,98.7
13,6,3,1,2700,55,700,5000,98.8
13,6,3,1,2700,55,700,6000,98.8
13,6,3,1,2700,55,700,7000,99
13,6,3,1,2700,55,700,8000,98.9
13,6,3,1,2700,55,700,9000,99
13,6,3,1,2700,55,700,10000,98.9
13,6,3,1,2700,55,700,11000,99
13,6,3,1,2700,55,700,12000,98.9
13,6,3,1,2700,55,700,13000,98.9
13,6,3,1,2700,55,700,14000,99
13,6,3,1,2700,55,700,15000,99
13,6,3,1,2700,55,700,16000,98.9
13,6,3,1,2700,55,700,17000,98.9
13,7,3,1,2700,55,700,0,100
13,7,3,1,2700,55,700,1000,99.4
13,7,3,1,2700,55,700,2000,99.1
13,7,3,1,2700,55,700,3000,99.1
13,7,3,1,2700,55,700,4000,98.7
13,7,3,1,2700,55,700,5000,98.7
13,7,3,1,2700,55,700,6000,98.8
13,7,3,1,2700,55,700,7000,98.6
13,7,3,1,2700,55,700,8000,98.6
13,7,3,1,2700,55,700,9000,98.6
13,7,3,1,2700,55,700,10000,98.5
13,7,3,1,2700,55,700,11000,98.7
13,7,3,1,2700,55,700,12000,98.6
13,7,3,1,2700,55,700,13000,98.5
13,7,3,1,2700,55,700,14000,98.7
13,7,3,1,2700,55,700,15000,98.6
13,7,3,1,2700,55,700,16000,98.6
13,7,3,1,2700,55,700,17000,98.5
13,8,3,1,2700,55,700,0,100
13,8,3,1,2700,55,700,1000,99.4
13,8,3,1,2700,55,700,2000,99
13,8,3,1,2700,55,700,3000,99
13,8,3,1,2700,55,700,4000,98.7
13,8,3,1,2700,55,700,5000,98.7
13,8,3,1,2700,55,700,6000,98.7
13,8,3,1,2700,55,700,7000,98.7
13,8,3,1,2700,55,700,8000,98.6
13,8,3,1,2700,55,700,9000,98.6
13,8,3,1,2700,55,700,10000,98.5
13,8,3,1,2700,55,700,11000,98.6
13,8,3,1,2700,55,700,12000,98.7
13,8,3,1,2700,55,700,13000,98.7
13,8,3,1,2700,55,700,14000,98.8
13,8,3,1,2700,55,700,15000,98.8
13,8,3,1,2700,55,700,16000,98.8
13,8,3,1,2700,55,700,17000,99
13,9,3,1,2700,55,700,0,100
13,9,3,1,2700,55,700,1000,99.2
13,9,3,1,2700,55,700,2000,98.8
13,9,3,1,2700,55,700,3000,98.7
13,9,3,1,2700,55,700,4000,98.6
13,9,3,1,2700,55,700,5000,98.6
13,9,3,1,2700,55,700,6000,98.4
13,9,3,1,2700,55,700,7000,98.5
13,9,3,1,2700,55,700,8000,98.4
13,9,3,1,2700,55,700,9000,98.4
13,9,3,1,2700,55,700,10000,98.2
13,9,3,1,2700,55,700,11000,98.3
13,9,3,1,2700,55,700,12000,98.3
13,9,3,1,2700,55,700,13000,98.2
13,9,3,1,2700,55,700,14000,98.2
13,9,3,1,2700,55,700,15000,98.2
13,9,3,1,2700,55,700,16000,98.1
13,9,3,1,2700,55,700,17000,98.1
13,10,3,1,2700,55,700,0,100
13,10,3,1,2700,55,700,1000,99.3
13,10,3,1,2700,55,700,2000,99
13,10,3,1,2700,55,700,3000,99
13,10,3,1,2700,55,700,4000,98.8
13,10,3,1,2700,55,700,5000,98.9
13,10,3,1,2700,55,700,6000,98.7
13,10,3,1,2700,55,700,7000,98.8
13,10,3,1,2700,55,700,8000,98.6
13,10,3,1,2700,55,700,9000,98.6
13,10,3,1,2700,55,700,10000,98.5
13,10,3,1,2700,55,700,11000,98.6
13,10,3,1,2700,55,700,12000,98.5
13,10,3,1,2700,55,700,13000,98.5
13,10,3,1,2700,55,700,14000,98.5
13,10,3,1,2700,55,700,15000,98.5
13,10,3,1,2700,55,700,16000,98.5
13,10,3,1,2700,55,700,17000,98.5
13,11,3,1,2700,55,700,0,100
13,11,3,1,2700,55,700,1000,99.3
13,11,3,1,2700,55,700,2000,99.1
13,11,3,1,2700,55,700,3000,99.3
13,11,3,1,2700,55,700,4000,99
13,11,3,1,2700,55,700,5000,99.2
13,11,3,1,2700,55,700,6000,99
13,11,3,1,2700,55,700,7000,98.9
13,11,3,1,2700,55,700,8000,98.8
13,11,3,1,2700,55,700,9000,98.9
13,11,3,1,2700,55,700,10000,98.8
13,11,3,1,2700,55,700,11000,98.8
13,11,3,1,2700,55,700,12000,98.8
13,11,3,1,2700,55,700,13000,98.7
13,11,3,1,2700,55,700,14000,98.8
13,11,3,1,2700,55,700,15000,98.8
13,11,3,1,2700,55,700,16000,98.8
13,11,3,1,2700,55,700,17000,98.8
13,12,3,1,2700,55,700,0,100
13,12,3,1,2700,55,700,1000,99.6
13,12,3,1,2700,55,700,2000,99.4
13,12,3,1,2700,55,700,3000,99.3
13,12,3,1,2700,55,700,4000,99.1
13,12,3,1,2700,55,700,5000,99
13,12,3,1,2700,55,700,6000,98.9
13,12,3,1,2700,55,700,7000,98.9
13,12,3,1,2700,55,700,8000,98.8
13,12,3,1,2700,55,700,9000,98.8
13,12,3,1,2700,55,700,10000,98.8
13,12,3,1,2700,55,700,11000,98.8
13,12,3,1,2700,55,700,12000,98.8
13,12,3,1,2700,55,700,13000,98.7
13,12,3,1,2700,55,700,14000,98.8
13,12,3,1,2700,55,700,15000,98.8
13,12,3,1,2700,55,700,16000,98.7
13,12,3,1,2700,55,700,17000,98.8
13,13,3,1,2700,55,700,0,100
13,13,3,1,2700,55,700,1000,99.2
13,13,3,1,2700,55,700,2000,99.1
13,13,3,1,2700,55,700,3000,99
13,13,3,1,2700,55,700,4000,98.8
13,13,3,1,2700,55,700,5000,98.7
13,13,3,1,2700,55,700,6000,98.5
13,13,3,1,2700,55,700,7000,98.5
13,13,3,1,2700,55,700,8000,98.3
13,13,3,1,2700,55,700,9000,98.3
13,13,3,1,2700,55,700,10000,98.2
13,13,3,1,2700,55,700,11000,98.2
13,13,3,1,2700,55,700,12000,98.2
13,13,3,1,2700,55,700,13000,98.2
13,13,3,1,2700,55,700,14000,98.2
13,13,3,1,2700,55,700,15000,98.2
13,13,3,1,2700,55,700,16000,98.2
13,13,3,1,2700,55,700,17000,98.3
13,14,3,1,2700,55,700,0,100
13,14,3,1,2700,55,700,1000,99.1
13,14,3,1,2700,55,700,2000,99
13,14,3,1,2700,55,700,3000,98.6
13,14,3,1,2700,55,700,4000,98.5
13,14,3,1,2700,55,700,5000,98.4
13,14,3,1,2700,55,700,6000,98.4
13,14,3,1,2700,55,700,7000,98.4
13,14,3,1,2700,55,700,8000,98.3
13,14,3,1,2700,55,700,9000,98.2
13,14,3,1,2700,55,700,10000,98.2
13,14,3,1,2700,55,700,11000,98.3
13,14,3,1,2700,55,700,12000,98.2
13,14,3,1,2700,55,700,13000,98.2
13,14,3,1,2700,55,700,14000,98.3
13,14,3,1,2700,55,700,15000,98.2
13,14,3,1,2700,55,700,16000,98.3
13,14,3,1,2700,55,700,17000,98.3
13,15,3,1,2700,55,700,0,100
13,15,3,1,2700,55,700,1000,99.5
13,15,3,1,2700,55,700,2000,99.3
13,15,3,1,2700,55,700,3000,99.1
13,15,3,1,2700,55,700,4000,99
13,15,3,1,2700,55,700,5000,98.9
13,15,3,1,2700,55,700,6000,98.8
13,15,3,1,2700,55,700,7000,98.7
13,15,3,1,2700,55,700,8000,98.6
13,15,3,1,2700,55,700,9000,98.6
13,15,3,1,2700,55,700,10000,98.4
13,15,3,1,2700,55,700,11000,98.5
13,15,3,1,2700,55,700,12000,98.4
13,15,3,1,2700,55,700,13000,98.3
13,15,3,1,2700,55,700,14000,98.3
13,15,3,1,2700,55,700,15000,98.2
13,15,3,1,2700,55,700,16000,98.2
13,15,3,1,2700,55,700,17000,98.3
13,16,3,1,2700,55,700,0,100
13,16,3,1,2700,55,700,1000,99.3
13,16,3,1,2700,55,700,2000,99
13,16,3,1,2700,55,700,3000,99.1
13,16,3,1,2700,55,700,4000,98.8
13,16,3,1,2700,55,700,5000,98.9
13,16,3,1,2700,55,700,6000,98.8
13,16,3,1,2700,55,700,7000,98.9
13,16,3,1,2700,55,700,8000,98.7
13,16,3,1,2700,55,700,9000,98.5
13,16,3,1,2700,55,700,10000,98.3
13,16,3,1,2700,55,700,11000,98.4
13,16,3,1,2700,55,700,12000,98.4
13,16,3,1,2700,55,700,13000,98.3
13,16,3,1,2700,55,700,14000,98.3
13,16,3,1,2700,55,700,15000,98.3
13,16,3,1,2700,55,700,16000,98.2
13,16,3,1,2700,55,700,17000,98.3
13,17,3,1,2700,55,700,0,100
13,17,3,1,2700,55,700,1000,99.4
13,17,3,1,2700,55,700,2000,99.1
13,17,3,1,2700,55,700,3000,99.1
13,17,3,1,2700,55,700,4000,98.6
13,17,3,1,2700,55,700,5000,98.6
13,17,3,1,2700,55,700,6000,98.5
13,17,3,1,2700,55,700,7000,98.5
13,17,3,1,2700,55,700,8000,98.4
13,17,3,1,2700,55,700,9000,98.4
13,17,3,1,2700,55,700,10000,98.2
13,17,3,1,2700,55,700,11000,98.3
13,17,3,1,2700,55,700,12000,98.2
13,17,3,1,2700,55,700,13000,98.1
13,17,3,1,2700,55,700,14000,98.2
13,17,3,1,2700,55,700,15000,98.1
13,17,3,1,2700,55,700,16000,98.2
13,17,3,1,2700,55,700,17000,98.1
13,18,3,1,2700,55,700,0,100
13,18,3,1,2700,55,700,1000,98.8
13,18,3,1,2700,55,700,2000,98.8
13,18,3,1,2700,55,700,3000,98.7
13,18,3,1,2700,55,700,4000,98.6
13,18,3,1,2700,55,700,5000,98.6
13,18,3,1,2700,55,700,6000,98.4
13,18,3,1,2700,55,700,7000,98.4
13,18,3,1,2700,55,700,8000,98.3
13,18,3,1,2700,55,700,9000,98.4
13,18,3,1,2700,55,700,10000,98.2
13,18,3,1,2700,55,700,11000,98.3
13,18,3,1,2700,55,700,12000,98.2
13,18,3,1,2700,55,700,13000,98.3
13,18,3,1,2700,55,700,14000,98.3
13,18,3,1,2700,55,700,15000,98.3
13,18,3,1,2700,55,700,16000,98.3
13,18,3,1,2700,55,700,17000,98.4
13,19,3,1,2700,55,700,0,100
13,19,3,1,2700,55,700,1000,99.4
13,19,3,1,2700,55,700,2000,99.3
13,19,3,1,2700,55,700,3000,99.2
13,19,3,1,2700,55,700,4000,99.1
13,19,3,1,2700,55,700,5000,99.1
13,19,3,1,2700,55,700,6000,98.9
13,19,3,1,2700,55,700,7000,99
13,19,3,1,2700,55,700,8000,98.9
13,19,3,1,2700,55,700,9000,98.8
13,19,3,1,2700,55,700,10000,98.7
13,19,3,1,2700,55,700,11000,98.7
13,19,3,1,2700,55,700,12000,98.7
13,19,3,1,2700,55,700,13000,98.6
13,19,3,1,2700,55,700,14000,98.7
13,19,3,1,2700,55,700,15000,98.6
13,19,3,1,2700,55,700,16000,98.6
13,19,3,1,2700,55,700,17000,98.6
13,20,3,1,2700,55,700,0,100
13,20,3,1,2700,55,700,1000,99.1
13,20,3,1,2700,55,700,2000,99
13,20,3,1,2700,55,700,3000,99
13,20,3,1,2700,55,700,4000,98.9
13,20,3,1,2700,55,700,5000,98.9
13,20,3,1,2700,55,700,6000,98.9
13,20,3,1,2700,55,700,7000,98.9
13,20,3,1,2700,55,700,8000,98.9
13,20,3,1,2700,55,700,9000,98.8
13,20,3,1,2700,55,700,10000,98.8
13,20,3,1,2700,55,700,11000,98.9
13,20,3,1,2700,55,700,12000,98.9
13,20,3,1,2700,55,700,13000,98.9
13,20,3,1,2700,55,700,14000,98.9
13,20,3,1,2700,55,700,15000,98.9
13,20,3,1,2700,55,700,16000,98.9
13,20,3,1,2700,55,700,17000,99
13,1,3,1,2700,85,700,0,100
13,1,3,1,2700,85,700,1000,99.3
13,1,3,1,2700,85,700,2000,99.3
13,1,3,1,2700,85,700,3000,99.3
13,1,3,1,2700,85,700,4000,99.1
13,1,3,1,2700,85,700,5000,99
13,1,3,1,2700,85,700,6000,98.7
13,1,3,1,2700,85,700,7000,98.9
13,1,3,1,2700,85,700,8000,98.8
13,1,3,1,2700,85,700,9000,98.7
13,1,3,1,2700,85,700,10000,98.8
13,1,3,1,2700,85,700,11000,98.7
13,1,3,1,2700,85,700,12000,98.8
13,1,3,1,2700,85,700,13000,98.6
13,1,3,1,2700,85,700,14000,98.7
13,1,3,1,2700,85,700,15000,98.6
13,1,3,1,2700,85,700,16000,98.5
13,1,3,1,2700,85,700,17000,98.6
13,2,3,1,2700,85,700,0,100
13,2,3,1,2700,85,700,1000,99.4
13,2,3,1,2700,85,700,2000,99.3
13,2,3,1,2700,85,700,3000,98.8
13,2,3,1,2700,85,700,4000,98.8
13,2,3,1,2700,85,700,5000,98.9
13,2,3,1,2700,85,700,6000,98.7
13,2,3,1,2700,85,700,7000,98.9
13,2,3,1,2700,85,700,8000,98.8
13,2,3,1,2700,85,700,9000,98.7
13,2,3,1,2700,85,700,10000,98.6
13,2,3,1,2700,85,700,11000,98.6
13,2,3,1,2700,85,700,12000,98.7
13,2,3,1,2700,85,700,13000,98.6
13,2,3,1,2700,85,700,14000,98.7
13,2,3,1,2700,85,700,15000,98.7
13,2,3,1,2700,85,700,16000,98.7
13,2,3,1,2700,85,700,17000,98.7
13,3,3,1,2700,85,700,0,100
13,3,3,1,2700,85,700,1000,99.5
13,3,3,1,2700,85,700,2000,99.3
13,3,3,1,2700,85,700,3000,99
13,3,3,1,2700,85,700,4000,98.6
13,3,3,1,2700,85,700,5000,98.7
13,3,3,1,2700,85,700,6000,98.6
13,3,3,1,2700,85,700,7000,98.9
13,3,3,1,2700,85,700,8000,98.7
13,3,3,1,2700,85,700,9000,98.3
13,3,3,1,2700,85,700,10000,98.4
13,3,3,1,2700,85,700,11000,98.3
13,3,3,1,2700,85,700,12000,98.4
13,3,3,1,2700,85,700,13000,98.2
13,3,3,1,2700,85,700,14000,98.3
13,3,3,1,2700,85,700,15000,98.3
13,3,3,1,2700,85,700,16000,98.2
13,3,3,1,2700,85,700,17000,98.2
13,4,3,1,2700,85,700,0,100
13,4,3,1,2700,85,700,1000,99.1
13,4,3,1,2700,85,700,2000,99.2
13,4,3,1,2700,85,700,3000,98.6
13,4,3,1,2700,85,700,4000,98.5
13,4,3,1,2700,85,700,5000,98.5
13,4,3,1,2700,85,700,6000,98.5
13,4,3,1,2700,85,700,7000,98.4
13,4,3,1,2700,85,700,8000,98.4
13,4,3,1,2700,85,700,9000,98.3
13,4,3,1,2700,85,700,10000,98.3
13,4,3,1,2700,85,700,11000,98.2
13,4,3,1,2700,85,700,12000,98.3
13,4,3,1,2700,85,700,13000,98.3
13,4,3,1,2700,85,700,14000,98.3
13,4,3,1,2700,85,700,15000,98.3
13,4,3,1,2700,85,700,16000,98.3
13,4,3,1,2700,85,700,17000,98.4
13,5,3,1,2700,85,700,0,100
13,5,3,1,2700,85,700,1000,99.3
13,5,3,1,2700,85,700,2000,98.9
13,5,3,1,2700,85,700,3000,98.8
13,5,3,1,2700,85,700,4000,98.5
13,5,3,1,2700,85,700,5000,98.5
13,5,3,1,2700,85,700,6000,98.5
13,5,3,1,2700,85,700,7000,98.3
13,5,3,1,2700,85,700,8000,98.1
13,5,3,1,2700,85,700,9000,98.1
13,5,3,1,2700,85,700,10000,98
13,5,3,1,2700,85,700,11000,98
13,5,3,1,2700,85,700,12000,98
13,5,3,1,2700,85,700,13000,97.9
13,5,3,1,2700,85,700,14000,98.1
13,5,3,1,2700,85,700,15000,98
13,5,3,1,2700,85,700,16000,98
13,5,3,1,2700,85,700,17000,98.1
13,6,3,1,2700,85,700,0,100
13,6,3,1,2700,85,700,1000,99.4
13,6,3,1,2700,85,700,2000,99.2
13,6,3,1,2700,85,700,3000,99.3
13,6,3,1,2700,85,700,4000,99.2
13,6,3,1,2700,85,700,5000,99.2
13,6,3,1,2700,85,700,6000,98.9
13,6,3,1,2700,85,700,7000,98.9
13,6,3,1,2700,85,700,8000,98.7
13,6,3,1,2700,85,700,9000,98.7
13,6,3,1,2700,85,700,10000,98.6
13,6,3,1,2700,85,700,11000,98.5
13,6,3,1,2700,85,700,12000,98.6
13,6,3,1,2700,85,700,13000,98.5
13,6,3,1,2700,85,700,14000,98.5
13,6,3,1,2700,85,700,15000,98.5
13,6,3,1,2700,85,700,16000,98.5
13,6,3,1,2700,85,700,17000,98.5
13,7,3,1,2700,85,700,0,100
13,7,3,1,2700,85,700,1000,99.2
13,7,3,1,2700,85,700,2000,98.9
13,7,3,1,2700,85,700,3000,98.6
13,7,3,1,2700,85,700,4000,98.6
13,7,3,1,2700,85,700,5000,98.5
13,7,3,1,2700,85,700,6000,98.5
13,7,3,1,2700,85,700,7000,98.4
13,7,3,1,2700,85,700,8000,98.4
13,7,3,1,2700,85,700,9000,98.3
13,7,3,1,2700,85,700,10000,98.2
13,7,3,1,2700,85,700,11000,98.2
13,7,3,1,2700,85,700,12000,98.3
13,7,3,1,2700,85,700,13000,98.2
13,7,3,1,2700,85,700,14000,98.3
13,7,3,1,2700,85,700,15000,98.3
13,7,3,1,2700,85,700,16000,98.3
13,7,3,1,2700,85,700,17000,98.3
13,8,3,1,2700,85,700,0,100
13,8,3,1,2700,85,700,1000,99.3
13,8,3,1,2700,85,700,2000,99
13,8,3,1,2700,85,700,3000,98.8
13,8,3,1,2700,85,700,4000,98.9
13,8,3,1,2700,85,700,5000,98.7
13,8,3,1,2700,85,700,6000,98.9
13,8,3,1,2700,85,700,7000,99
13,8,3,1,2700,85,700,8000,98.7
13,8,3,1,2700,85,700,9000,98.4
13,8,3,1,2700,85,700,10000,98.2
13,8,3,1,2700,85,700,11000,98.1
13,8,3,1,2700,85,700,12000,98.1
13,8,3,1,2700,85,700,13000,98
13,8,3,1,2700,85,700,14000,98
13,8,3,1,2700,85,700,15000,97.9
13,8,3,1,2700,85,700,16000,98
13,8,3,1,2700,85,700,17000,97.9
13,9,3,1,2700,85,700,0,100
13,9,3,1,2700,85,700,1000,99.4
13,9,3,1,2700,85,700,2000,99.2
13,9,3,1,2700,85,700,3000,99.1
13,9,3,1,2700,85,700,4000,99
13,9,3,1,2700,85,700,5000,98.9
13,9,3,1,2700,85,700,6000,99
13,9,3,1,2700,85,700,7000,98.8
13,9,3,1,2700,85,700,8000,98.7
13,9,3,1,2700,85,700,9000,98.5
13,9,3,1,2700,85,700,10000,98.7
13,9,3,1,2700,85,700,11000,98.4
13,9,3,1,2700,85,700,12000,98.5
13,9,3,1,2700,85,700,13000,98.4
13,9,3,1,2700,85,700,14000,98.4
13,9,3,1,2700,85,700,15000,98.3
13,9,3,1,2700,85,700,16000,98.2
13,9,3,1,2700,85,700,17000,98.3
13,10,3,1,2700,85,700,0,100
13,10,3,1,2700,85,700,1000,99.1
13,10,3,1,2700,85,700,2000,98.9
13,10,3,1,2700,85,700,3000,98.6
13,10,3,1,2700,85,700,4000,98.8
13,10,3,1,2700,85,700,5000,98.6
13,10,3,1,2700,85,700,6000,98.4
13,10,3,1,2700,85,700,7000,98.4
13,10,3,1,2700,85,700,8000,98.4
13,10,3,1,2700,85,700,9000,98.5
13,10,3,1,2700,85,700,10000,98.5
13,10,3,1,2700,85,700,11000,98.6
13,10,3,1,2700,85,700,12000,98.6
13,10,3,1,2700,85,700,13000,98.6
13,10,3,1,2700,85,700,14000,98.6
13,10,3,1,2700,85,700,15000,98.6
13,10,3,1,2700,85,700,16000,98.7
13,10,3,1,2700,85,700,17000,98.7
13,11,3,1,2700,85,700,0,100
13,11,3,1,2700,85,700,1000,99.1
13,11,3,1,2700,85,700,2000,98.9
13,11,3,1,2700,85,700,3000,98.8
13,11,3,1,2700,85,700,4000,98.2
13,11,3,1,2700,85,700,5000,98.3
13,11,3,1,2700,85,700,6000,98.5
13,11,3,1,2700,85,700,7000,98.2
13,11,3,1,2700,85,700,8000,98.4
13,11,3,1,2700,85,700,9000,98.7
13,11,3,1,2700,85,700,10000,98.7
13,11,3,1,2700,85,700,11000,98.6
13,11,3,1,2700,85,700,12000,98.7
13,11,3,1,2700,85,700,13000,98.6
13,11,3,1,2700,85,700,14000,98.6
13,11,3,1,2700,85,700,15000,98.6
13,11,3,1,2700,85,700,16000,98.5
13,11,3,1,2700,85,700,17000,98.6
13,12,3,1,2700,85,700,0,100
13,12,3,1,2700,85,700,1000,98.9
13,12,3,1,2700,85,700,2000,98.7
13,12,3,1,2700,85,700,3000,98.6
13,12,3,1,2700,85,700,4000,98.7
13,12,3,1,2700,85,700,5000,98.3
13,12,3,1,2700,85,700,6000,98.2
13,12,3,1,2700,85,700,7000,98.5
13,12,3,1,2700,85,700,8000,98.3
13,12,3,1,2700,85,700,9000,98.4
13,12,3,1,2700,85,700,10000,98.4
13,12,3,1,2700,85,700,11000,98.4
13,12,3,1,2700,85,700,12000,98.4
13,12,3,1,2700,85,700,13000,98.4
13,12,3,1,2700,85,700,14000,98.5
13,12,3,1,2700,85,700,15000,98.5
13,12,3,1,2700,85,700,16000,98.5
13,12,3,1,2700,85,700,17000,98.6
13,13,3,1,2700,85,700,0,100
13,13,3,1,2700,85,700,1000,99.2
13,13,3,1,2700,85,700,2000,99.2
13,13,3,1,2700,85,700,3000,98.8
13,13,3,1,2700,85,700,4000,98.9
13,13,3,1,2700,85,700,5000,99.2
13,13,3,1,2700,85,700,6000,98.8
13,13,3,1,2700,85,700,7000,98.5
13,13,3,1,2700,85,700,8000,98.1
13,13,3,1,2700,85,700,9000,98.2
13,13,3,1,2700,85,700,10000,98.4
13,13,3,1,2700,85,700,11000,98
13,13,3,1,2700,85,700,12000,98.1
13,13,3,1,2700,85,700,13000,98.2
13,13,3,1,2700,85,700,14000,98.1
13,13,3,1,2700,85,700,15000,98
13,13,3,1,2700,85,700,16000,98
13,13,3,1,2700,85,700,17000,98
13,14,3,1,2700,85,700,0,100
13,14,3,1,2700,85,700,1000,99.1
13,14,3,1,2700,85,700,2000,98.8
13,14,3,1,2700,85,700,3000,98.5
13,14,3,1,2700,85,700,4000,98.7
13,14,3,1,2700,85,700,5000,98.4
13,14,3,1,2700,85,700,6000,98.4
13,14,3,1,2700,85,700,7000,98.4
13,14,3,1,2700,85,700,8000,98.2
13,14,3,1,2700,85,700,9000,98.2
